feasible,ei
0.000366178941563703,4.21693258090272e-08
0.000616552686900832,4.08420746111915e-08
0.00121232937462628,3.77820015273755e-08
0.00174566547770519,3.51605535797717e-08
0.00235149382357486,3.2318496323569e-08
0.00270057043642737,3.07465199966828e-08
0.00317733743647113,2.86769790136532e-08
0.0039202382954536,2.56297809642092e-08
0.00402018279652111,2.52362539754358e-08
0.00482484498177655,2.22087521706271e-08
0.00506885177956428,2.13397726156472e-08
0.00567489042098168,1.92790139408316e-08
0.0063887956677936,1.70269700561221e-08
0.00673031234776136,1.60154698392034e-08
0.00709790759161115,1.49734233900745e-08
0.00773550493398216,1.32784236939187e-08
0.00820093104522675,1.21289360777155e-08
0.00878962014336139,1.07778035385309e-08
0.00908746496785898,1.01367163551913e-08
0.00986202565394342,8.59819948573204e-09
0.0103462641772348,7.72713093510902e-09
0.0105361734577455,7.40384109576553e-09
0.0114465260664001,5.9909055494245e-09
0.0117469533593394,5.57213297724957e-09
0.0121516801912803,5.04324759731389e-09
0.0129329663036624,4.13072598348663e-09
0.0134084637167398,3.64087071602626e-09
0.0137991529058199,3.27299432001382e-09
0.0143925664736889,2.77018585848054e-09
0.014656536535942,2.56694931977108e-09
0.0154794910674682,2.0075816564713e-09
0.0159446094098967,1.73720593465987e-09
0.016354623255902,1.52375179141018e-09
0.0167581435547909,1.33478295083478e-09
0.0174481334309094,1.05578124021122e-09
0.0175606963983737,1.01513819572574e-09
0.018124035334331,8.30453927846975e-10
0.0186597933799494,6.81332323893002e-10
0.0193692427792121,5.18532772275648e-10
0.0196843200105941,4.57411886145564e-10
0.0201296789413318,3.81362497137161e-10
0.0207214385621482,2.96964230983576e-10
0.0212747218172299,2.32894592500088e-10
0.0218647881987272,1.77877268470183e-10
0.0220970823925454,1.59488422468712e-10
0.0228155056742253,1.12528653062327e-10
0.0233624672829174,8.52722337185696e-11
0.0239278802413028,6.32951469015097e-11
0.0242685794194695,5.25730570188898e-11
0.0245348146222532,4.5339731968852e-11
0.0252549178060144,2.99422708849306e-11
0.0257109274022514,2.27657892537536e-11
0.0264212582306936,1.45803369377973e-11
0.0269284977001371,1.04520836430311e-11
0.027012794878101,9.87654402706539e-12
0.0277555092709372,5.91171556152403e-12
0.0280834658202948,4.67537120130146e-12
0.0287170505987015,2.90611978925881e-12
0.0293287645616801,1.80477854883065e-12
0.0299762658958789,1.05870867628255e-12
0.0301457293491112,9.16600129130529e-13
0.0306319938239176,6.03961325396085e-13
0.0310231470878935,4.2632564145606e-13
0.0315402276779059,2.62900812231237e-13
0.0321975027158624,1.4210854715202e-13
0.0326925581556279,8.5265128291212e-14
0.033346703546471,3.5527136788005e-14
0.0339456635289826,2.1316282072803e-14
0.0341823926339857,1.4210854715202e-14
0.0348015850591473,7.105427357601e-15
0.0351445305661764,7.105427357601e-15
0.0356175297828158,0
0.0362849757845979,0
0.0367829302371247,0
0.0370031237993389,0
0.0378052990726428,0
0.038172574236989,0
0.0389197951875394,0
0.0391999293034896,0
0.0395060947751626,0
0.0403286498156376,0
0.0408608865949791,0
0.041136534650228,0
0.0416022447440773,0
0.042305457843584,0
0.0427185006095096,0
0.0432617035044823,0
0.043955405558343,0
0.0443361503812484,0
0.0446457654067781,0
0.0453661973924609,0
0.0457887082913658,0
0.0461029524999904,0
0.0468036046279594,0
0.0472125235262793,0
0.0477198267671047,0
0.048063713730895,0
0.0488127652859548,0
0.0492312296939781,0
0.0495828102020314,0
0.0504784281475004,0
0.0507717767532449,0
0.0512196670622798,0
0.0516941473907791,0
0.0521607609689236,0
0.0528753455118276,0
0.0530899705758784,0
0.0535866249203682,0
0.054186159081175,0
0.0546401506826514,0
0.0550528748530196,0
0.0556774013839895,0
0.0564897118236404,0
0.0568644662149018,0
0.0573566936990246,0
0.0578211587495171,0
0.0584470110288821,0
0.0586106997121824,0
0.0591253506169887,0
0.0598121061958373,0
0.0601050590001978,0
0.0606828711123671,0
0.0614278083331883,0
0.0619739221611526,0
0.0624424289196031,0
0.0626124522718601,0
0.0633749474912183,0
0.0638396930214949,0
0.0641931458767503,0
0.0645781593730207,0
0.0654156366336392,0
0.0659924537668703,0
0.0660187225594418,0
0.0669746249292511,0
0.0674516542882193,0
0.0677606763197109,0
0.0683253124530893,0
0.0687672201135429,0
0.069441414664383,0
0.0696329575512791,0
0.0700654560802504,0
0.070658798403223,0
0.0710811572207604,0
0.0715485767499777,0
0.0721588412082056,0
0.072950363641954,0
0.0733994410471059,0
0.0735510654770769,0
0.0743396948616719,0
0.0746372344816336,0
0.0751154685779475,0
0.075604233759339,0
0.0763888921993785,0
0.0769086452149786,0
0.0772927212866489,0
0.0776403309338493,0
0.0782987078275764,0
0.0789001680124784,0
0.0791130632566055,0
0.0797840701610548,0
0.08041959196073,0
0.0809665577575797,0
0.0813265519876732,0
0.0816669747756096,0
0.0821119470506674,0
0.0825088694251608,0
0.0830745743543375,0
0.0836557688612957,0
0.0841380016782787,0
0.0846804323625984,0
0.0853402918541105,0
0.0858434077994898,0
0.0860449870083248,0
0.0868673689637799,0
0.0870025085154921,0
0.087529043738381,0
0.0881675604173215,0
0.0885982399787754,0
0.0890749904576223,0
0.0899189079813659,0
0.0902276482112939,0
0.0907504903790541,0
0.0910448011970147,0
0.0915205669846618,0
0.092019312932156,0
0.0925608419307973,0
0.0934410315793939,0
0.0937126422624569,0
0.0941537798665231,0
0.0947920239611994,0
0.0951488813688047,0
0.0958005811022595,0
0.0963257381040603,0
0.0968948676473228,0
0.0973064302875428,0
0.0979870680663735,0
0.098054110652185,0
0.0987424839157611,0
0.0993220289953752,0
0.0998283894859487,0
0.100182628877927,0
0.100949559990549,0
0.101110927655711,0
0.101873196452041,0
0.102447791622486,0
0.102503185679088,0
0.103171281078598,0
0.103912145979819,0
0.104340294289635,0
0.104991608033888,0
0.105031528401887,0
0.105696075591841,0
0.106187127879355,0
0.10678804254625,0
0.107304381722584,0
0.107778638918418,0
0.108134385814425,0
0.108738889542175,0
0.109467848459026,0
0.109695763101103,0
0.110234238144592,0
0.110644763801829,0
0.111169459851459,0
0.111874655712396,0
0.112460508263321,0
0.112894438403775,0
0.113060045480146,0
0.113654628460878,0
0.114459364391863,0
0.114996280038147,0
0.115279679046362,0
0.115578912526951,0
0.116418626741623,0
0.116864969438291,0
0.117325755233876,0
0.117956546500558,0
0.118441341750906,0
0.118737710047164,0
0.119126187663642,0
0.119893639703048,0
0.120055005014292,0
0.12095285522996,0
0.121186031316058,0
0.121776258719736,0
0.122018662221846,0
0.122624770475551,0
0.123100284191314,0
0.123573195394012,0
0.124341757681337,0
0.12481323523866,0
0.125162540664314,0
0.125507029502885,0
0.126319157100283,0
0.126986705625197,0
0.12715526522568,0
0.127711929373792,0
0.128180640478153,0
0.128591784532298,0
0.129164706026786,0
0.129504380914383,0
0.130201319583226,0
0.130906814559363,0
0.131013285657158,0
0.131509345810395,0
0.132364370104508,0
0.132653198916465,0
0.133370088147116,0
0.133875234420062,0
0.134009924820624,0
0.134594110842212,0
0.135147524968372,0
0.135581048601773,0
0.13627808374702,0
0.136692756162374,0
