feasible,fdev
0.000366178941563703,48.5273715793464
0.000616552686900832,48.562956852327
0.00121232937462628,48.6467904889828
0.00174566547770519,48.7208253916194
0.00235149382357486,48.8037560035499
0.00270057043642737,48.8509739619813
0.00317733743647113,48.9147921491645
0.0039202382954536,49.0126813581411
0.00402018279652111,49.0257058360349
0.00482484498177655,49.1293107337616
0.00506885177956428,49.1602852284813
0.00567489042098168,49.2363218205411
0.0063887956677936,49.3242502100459
0.00673031234776136,49.3656831972906
0.00709790759161115,49.4098231626384
0.00773550493398216,49.4852580862653
0.00820093104522675,49.5394185612997
0.00878962014336139,49.6068258327116
0.00908746496785898,49.6404622779374
0.00986202565394342,49.7264587172862
0.0103462641772348,49.7791347900365
0.0105361734577455,49.7995644019297
0.0114465260664001,49.89569927366
0.0117469533593394,49.9267705414516
0.0121516801912803,49.9681137294581
0.0129329663036624,50.0462452048833
0.0134084637167398,50.0927110751281
0.0137991529058199,50.1302725754012
0.0143925664736889,50.1862566239051
0.014656536535942,50.2107453344644
0.0154794910674682,50.2854462910373
0.0159446094098967,50.3265605768161
0.016354623255902,50.3621397518681
0.0167581435547909,50.3965464108969
0.0174481334309094,50.4539757818584
0.0175606963983737,50.4631762717705
0.018124035334331,50.508510399636
0.0186597933799494,50.5505233129761
0.0193692427792121,50.6045002688846
0.0196843200105941,50.6278660146448
0.0201296789413318,50.6602565143662
0.0207214385621482,50.702139768409
0.0212747218172299,50.7401071138655
0.0218647881987272,50.779328594025
0.0220970823925454,50.794409666704
0.0228155056742253,50.8397676405303
0.0233624672829174,50.873001652123
0.0239278802413028,50.9061799741939
0.0242685794194695,50.9255962025164
0.0245348146222532,50.9404681732987
0.0252549178060144,50.9793770794504
0.0257109274022514,51.0030272911959
0.0264212582306936,51.0383509784255
0.0269284977001371,51.0624536066296
0.027012794878101,51.0663692347826
0.0277555092709372,51.0997693681002
0.0280834658202948,51.1138940625097
0.0287170505987015,51.1401129939798
0.0293287645616801,51.1641073745697
0.0299762658958789,51.1881171860564
0.0301457293491112,51.1941686096262
0.0306319938239176,51.2110050592115
0.0310231470878935,51.2239872703398
0.0315402276779059,51.2403944540343
0.0321975027158624,51.2600361854325
0.0326925581556279,51.2739550631711
0.033346703546471,51.2912271464857
0.0339456635289826,51.3059586778685
0.0341823926339857,51.3115036597748
0.0348015850591473,51.3252864642908
0.0351445305661764,51.3324834612562
0.0356175297828158,51.3419163066034
0.0362849757845979,51.3542907443571
0.0367829302371247,51.362841443291
0.0370031237993389,51.3664445751971
0.0378052990726428,51.3786935661047
0.038172574236989,51.3838647152135
0.0389197951875394,51.3936000268022
0.0391999293034896,51.3969944512591
0.0395060947751626,51.4005548200069
0.0403286498156376,51.4094019518591
0.0408608865949791,51.4146199559353
0.041136534650228,51.4171817930683
0.0416022447440773,51.4213116295306
0.042305457843584,51.4271288739394
0.0427185006095096,51.4303442521439
0.0432617035044823,51.4343858940466
0.043955405558343,51.4393049271044
0.0443361503812484,51.4419205705214
0.0446457654067781,51.4440176694962
0.0453661973924609,51.4488437051353
0.0457887082913658,51.4516728298579
0.0461029524999904,51.4537926603261
0.0468036046279594,51.458616363725
0.0472125235262793,51.4615246470763
0.0477198267671047,51.4652638858651
0.048063713730895,51.4678987863223
0.0488127652859548,51.4739800268165
0.0492312296939781,51.4776158827212
0.0495828102020314,51.480821768589
0.0504784281475004,51.489696534297
0.0507717767532449,51.4928484377291
0.0512196670622798,51.4979179280375
0.0516941473907791,51.503650110305
0.0521607609689236,51.5096758427545
0.0528753455118276,51.5197078886905
0.0530899705758784,51.522922077792
0.0535866249203682,51.5307355310177
0.054186159081175,51.5408985341504
0.0546401506826514,51.5491532024711
0.0550528748530196,51.5570937124342
0.0556774013839895,51.5699311176154
0.0564897118236404,51.5881773119326
0.0568644662149018,51.5972092736977
0.0573566936990246,51.6096814960781
0.0578211587495171,51.6220997072112
0.0584470110288821,51.6398562262359
0.0586106997121824,51.6446978305377
0.0591253506169887,51.6604631794654
0.0598121061958373,51.6828052531458
0.0601050590001978,51.692797148899
0.0606828711123671,51.7133257680265
0.0614278083331883,51.7414208424359
0.0619739221611526,51.7631975772524
0.0624424289196031,51.7826828529648
0.0626124522718601,51.78993849798
0.0633749474912183,51.8236900378126
0.0638396930214949,51.8452371038942
0.0641931458767503,51.8621195844106
0.0645781593730207,51.8809964275389
0.0654156366336392,51.9238070061776
0.0659924537668703,51.9546813835433
0.0660187225594418,51.9561142620914
0.0669746249292511,52.0098342086224
0.0674516542882193,52.0377820412807
0.0677606763197109,52.0562870706387
0.0683253124530893,52.0909031382363
0.0687672201135429,52.1187117888587
0.069441414664383,52.1623301168452
0.0696329575512791,52.1749813108489
0.0700654560802504,52.2039622944702
0.070658798403223,52.2446421327143
0.0710811572207604,52.2742352962937
0.0715485767499777,52.3075886070888
0.0721588412082056,52.352065000564
0.072950363641954,52.4112694981664
0.0733994410471059,52.4455950901858
0.0735510654770769,52.4573014307558
0.0743396948616719,52.519110654554
0.0746372344816336,52.5428209451833
0.0751154685779475,52.5813616666918
0.075604233759339,52.62128260737
0.0763888921993785,52.6864414586979
0.0769086452149786,52.7302905467773
0.0772927212866489,52.7630270730581
0.0776403309338493,52.7928898171319
0.0782987078275764,52.8500308979825
0.0789001680124784,52.902856839701
0.0791130632566055,52.9216899078274
0.0797840701610548,52.9814798208697
0.08041959196073,53.0386705368652
0.0809665577575797,53.088291071459
0.0813265519876732,53.1211345597087
0.0816669747756096,53.1523178576703
0.0821119470506674,53.1932488653983
0.0825088694251608,53.2299105716674
